seq,pat,naive,naive2,kmp,kmp2,bmh
1000000,10000,4.227998942951672e-06,3.0999945010989904e-07,5.710007826564834e-07,5.210004019318148e-07,3.1099989428184927e-07
1000000,10000,3.044999175472185e-06,3.210006980225444e-07,6.520003807963803e-07,5.010006134398282e-07,4.010016709798947e-07
1000000,10000,3.3160013117594644e-06,3.0000046535860747e-07,8.919996616896242e-07,5.210004019318148e-07,4.0099985199049115e-07
1000000,10000,3.727000148501247e-06,3.910008672391996e-07,7.010003173490986e-07,4.2099964048247784e-07,4.5100023271515965e-07
1000000,10000,3.597000613808632e-06,4.7100002120714635e-07,5.000001692678779e-07,6.210011633811519e-07,6.619993655476719e-07
1000000,10000,3.2759999157860875e-06,2.8099930204916745e-07,7.009984983596951e-07,5.210004019318148e-07,2.999986463692039e-07
1000000,10000,3.6370001907926053e-06,2.710003172978759e-07,6.410009518731385e-07,5.510009941644967e-07,4.1000021155923605e-07
1000000,10000,3.907000063918531e-06,3.2099887903314084e-07,7.910002750577405e-07,4.7100002120714635e-07,3.3099968277383596e-07
1000000,10000,5.46000046597328e-06,4.0099985199049115e-07,5.810015863971785e-07,4.4000080379191786e-07,4.2099964048247784e-07
1000000,10000,3.6069995985599235e-06,2.1000050764996558e-07,5.710007826564834e-07,6.520003807963803e-07,3.0099909054115415e-07
1000000,10000,4.719000571640208e-06,3.6100027500651777e-07,5.3100120567251e-07,5.609999789157882e-07,3.0000046535860747e-07
1000000,10000,3.166000169585459e-06,2.9100010578986257e-07,5.010006134398282e-07,5.3100120567251e-07,3.0999945010989904e-07
1000000,10000,3.3259984775213525e-06,4.109988367417827e-07,6.320005923043936e-07,5.209985829424113e-07,3.8100006349850446e-07
1000000,10000,3.7869995139772072e-06,4.7100002120714635e-07,5.709989636670798e-07,4.90999809699133e-07,3.1099989428184927e-07
1000000,10000,3.125998773612082e-06,3.3099968277383596e-07,6.209993443917483e-07,8.419992809649557e-07,4.3100044422317296e-07
1000000,10000,3.597000613808632e-06,3.110017132712528e-07,6.309983291430399e-07,5.109995981911197e-07,3.1099989428184927e-07
1000000,10000,3.4269996831426397e-06,3.0099909054115415e-07,6.810005288571119e-07,6.609989213757217e-07,3.010009095305577e-07
1000000,10000,4.128000000491738e-06,3.010009095305577e-07,6.310001481324434e-07,5.010006134398282e-07,3.0099909054115415e-07
1000000,10000,3.6969995562685654e-06,3.9099904824979603e-07,6.509999366244301e-07,5.509991751750931e-07,4.2099964048247784e-07
1000000,10000,3.2059997465694323e-06,3.7000063457526267e-07,9.320010576630011e-07,5.109995981911197e-07,3.1099989428184927e-07
1000000,10000,3.236000338802114e-06,3.010009095305577e-07,5.309993866831064e-07,5.109995981911197e-07,4.3100044422317296e-07
1000000,10000,3.3460000850027427e-06,2.8999966161791235e-07,7.40999894333072e-07,5.010006134398282e-07,3.2000025385059416e-07
1000000,10000,3.6069995985599235e-06,2.9100010578986257e-07,6.610007403651252e-07,6.609989213757217e-07,3.0000046535860747e-07
1000000,10000,3.135999577352777e-06,3.4099866752512753e-07,7.209982868516818e-07,4.3100044422317296e-07,3.0999945010989904e-07
1000000,10000,5.7110009947791696e-06,2.8999966161791235e-07,7.309990905923769e-07,5.410001904238015e-07,4.0099985199049115e-07
1000000,10000,3.9480000850744545e-06,3.1099989428184927e-07,5.909987521590665e-07,5.009987944504246e-07,3.0999945010989904e-07
1000000,10000,3.847000698442571e-06,2.9100010578986257e-07,6.209993443917483e-07,6.509999366244301e-07,3.1099989428184927e-07
1000000,10000,3.6759993236046284e-06,3.8100006349850446e-07,6.709997251164168e-07,5.109995981911197e-07,3.0000046535860747e-07
