seq,naive1,naive2,naive3,kmp1,kmp2,kmp3
29000,2.4281197693198925e-07,2.374478863202967e-07,2.404599581495859e-07,2.4085195036605e-07,2.3956004588399086e-07,2.4025604943744844e-07
30000,2.455159919918515e-07,2.4016195675358176e-07,2.487479505361989e-07,2.4327404389623554e-07,2.4300205404870215e-07,2.4312806635862216e-07
31000,2.471780535415746e-07,2.3958597739692775e-07,2.438359442749061e-07,2.4486603069817643e-07,2.4499998107785357e-07,2.451440013828687e-07
32000,2.593599638203159e-07,2.508140169084072e-07,2.568840645835735e-07,2.52654128416907e-07,2.519119079806842e-07,2.5313392688985914e-07
33000,2.600760053610429e-07,2.9523001285269856e-07,2.56771978456527e-07,2.5461392215220257e-07,2.545260940678418e-07,2.550938224885613e-07
34000,2.570060969446786e-07,2.5084588560275733e-07,2.6310802786611016e-07,2.545359238865785e-07,2.533739170758054e-07,2.5498212198726835e-07
35000,2.5646607537055386e-07,2.5085615197895094e-07,2.548179982113652e-07,2.5536993780406193e-07,2.5438604643568394e-07,2.597339407657273e-07
36000,2.5788998755160717e-07,2.4912200024118644e-07,2.5216596259269863e-07,2.53915844950825e-07,2.5335195823572576e-07,2.5260406982852143e-07
37000,2.673560957191512e-07,2.6191806682618337e-07,2.6783607609104366e-07,2.7299603971187026e-07,2.6978591631632296e-07,2.6913808687822894e-07
38000,2.589980358607136e-07,2.528459954191931e-07,3.033639441127889e-07,2.557159241405316e-07,2.5362008454976605e-07,2.5476192968199027e-07
39000,2.5699807883938773e-07,2.5247194571420553e-07,2.550220015109517e-07,2.5405204360140486e-07,2.535620660637506e-07,2.5360999279655516e-07
40000,2.564980168244801e-07,2.6009997964138164e-07,2.5385815388290214e-07,2.541259818826802e-07,2.559139757067897e-07,2.547619878896512e-07
41000,2.6735199935501445e-07,2.5727403408382084e-07,3.550739638740197e-07,2.6163408620050174e-07,2.605379850137979e-07,2.61420056631323e-07
42000,2.573000529082492e-07,2.524520677980035e-07,2.535319144953973e-07,2.5365414330735807e-07,2.523620132706128e-07,3.1270798353943975e-07
43000,3.021059965249151e-07,2.6297605654690416e-07,2.9491802706616e-07,2.687598680495284e-07,2.782719529932365e-07,4.808040321222507e-07
44000,2.5327203184133395e-07,2.471819971106015e-07,2.511659185984172e-07,2.536301035434008e-07,2.5235589419025927e-07,2.529701014282182e-07
45000,2.5412392278667543e-07,2.497759851394221e-07,2.5314798403996974e-07,3.397639738977887e-07,2.503740033716895e-07,2.512400533305481e-07
46000,2.5333796656923367e-07,2.4712395679671316e-07,2.50444034463726e-07,2.5298197579104454e-07,2.5138002820312974e-07,2.524199517210945e-07
47000,2.5345203903270883e-07,2.4936402041930707e-07,2.9970196192152794e-07,2.506019591237418e-07,2.507981116650626e-07,2.5159794313367456e-07
48000,2.556420731707476e-07,2.488960672053509e-07,2.5080806517507883e-07,2.5288407050538805e-07,2.51584016950801e-07,2.5231407926185054e-07
49000,2.54618120379746e-07,2.4819187819957725e-07,2.5142390222754326e-07,2.640279635670595e-07,2.494701184332371e-07,2.5095607998082417e-07
50000,2.746719910646789e-07,2.476359732099809e-07,2.495299995644018e-07,2.5024008937180045e-07,2.479641334502958e-07,2.563179150456563e-07
51000,2.682800404727459e-07,2.6889798755291853e-07,3.407779950066469e-07,2.9013615858275445e-07,2.579379943199456e-07,2.6477811479708183e-07
52000,2.5339799321955073e-07,2.4809392925817517e-07,2.4941808078438045e-07,2.5007395743159576e-07,2.486779339960776e-07,2.5050994736375285e-07
53000,2.513141371309757e-07,2.4554005358368156e-07,2.490158221917227e-07,2.4637394380988553e-07,2.6031190645880997e-07,2.4740185472182926e-07
54000,2.496480301488191e-07,2.4493197270203384e-07,2.468899765517563e-07,2.484699070919305e-07,2.482699492247775e-07,2.4895408569136635e-07
55000,2.512040518922732e-07,2.454900095472112e-07,2.483000862412154e-07,2.4624596699140966e-07,2.4527001369278874e-07,2.463820419507102e-07
56000,2.4990803649416195e-07,2.442519908072426e-07,2.4730196309974414e-07,2.4855393712641673e-07,2.479420654708519e-07,2.4814205971779303e-07
57000,2.5413997354917226e-07,2.4794604541966686e-07,2.4950805527623735e-07,2.4677805777173493e-07,2.458519447827712e-07,2.4710393336135893e-07
58000,2.533979932195507e-07,2.5493801513221113e-07,3.0349389999173586e-07,2.5712196656968445e-07,2.5375001132488255e-07,2.5369605282321573e-07
59000,2.5741189165273683e-07,3.271900641266257e-07,2.534619634388946e-07,2.535258827265352e-07,4.7494410682702434e-07,2.528019758756273e-07
60000,2.584099711384624e-07,2.6208999770460656e-07,2.4830391339492056e-07,2.5026990624610336e-07,2.489940889063291e-07,2.485879304003902e-07
61000,2.4778205988695844e-07,2.4478801060467955e-07,3.770580151467585e-07,2.4544002371840177e-07,2.4682801449671393e-07,2.4582393962191415e-07
62000,2.536559768486768e-07,2.529740304453299e-07,2.4611211847513914e-07,2.48281990934629e-07,2.478559836163185e-07,2.4816812947392464e-07
63000,2.45704002736602e-07,2.4153391859726976e-07,2.4349803425138815e-07,2.4339800438610836e-07,2.4345397832803426e-07,2.432180117466487e-07
64000,2.4678797490196304e-07,2.4092198873404413e-07,2.437720613670535e-07,2.4268195556942377e-07,2.4257598124677323e-07,2.43257985857781e-07
65000,2.4827005108818414e-07,2.415740309515968e-07,2.426758874207735e-07,2.425179118290543e-07,2.4242208746727554e-07,2.431339307804592e-07
66000,2.3901409440441053e-07,2.3342602071352301e-07,2.36849911743775e-07,2.3574196529807526e-07,2.3539008543593806e-07,2.3594004596816375e-07
67000,2.651460454217158e-07,2.4450806085951627e-07,2.429020896670408e-07,2.5119190831901506e-07,2.4285997642437e-07,2.573520250734873e-07
68000,2.5202601682394745e-07,2.435800342937e-07,2.4591998226242135e-07,2.768259873846546e-07,2.444700221531093e-07,2.510659687686712e-07
69000,2.497278474038467e-07,2.4904186284402385e-07,2.4622190539957955e-07,2.4511802621418615e-07,2.450179163133726e-07,2.453720953781158e-07
70000,2.522681388654746e-07,2.421719909762032e-07,2.457139344187453e-07,2.4463998852297657e-07,2.4274996394524356e-07,2.4345804558834065e-07
71000,2.4724004470044747e-07,2.4150205717887725e-07,2.4455798848066485e-07,2.418998919893057e-07,2.4218804901465774e-07,2.4287586711579936e-07
72000,2.65653980022762e-07,2.4296799529111013e-07,2.455680150887929e-07,2.43262060394045e-07,2.433620174997486e-07,2.5000998721225185e-07
73000,2.471580883138813e-07,2.413339170743711e-07,2.435759306536056e-07,2.428880761726759e-07,2.4330995802301916e-07,2.437300499877893e-07
74000,2.4846398446243254e-07,2.445098725729622e-07,3.2787601958261807e-07,2.4463198496960103e-07,2.439199888613075e-07,2.4486807524226603e-07
75000,2.4682400544406846e-07,2.4113407562253994e-07,2.441659744363278e-07,2.4303398822667077e-07,2.4310799926752223e-07,2.433980698697269e-07
76000,2.5237409136025237e-07,2.5283387367380776e-07,2.4884605954866856e-07,2.4960206064861264e-07,2.488840182195418e-07,2.473879721947014e-07
77000,2.7191198751097544e-07,2.434520574752241e-07,2.462240590830333e-07,2.4463202862534673e-07,2.4459597625536844e-07,2.8075608133804053e-07
78000,2.4520807346561926e-07,2.407759748166427e-07,2.434159760014154e-07,2.4418404791504146e-07,2.4287989072036e-07,2.433859626762569e-07
79000,2.4629999097669494e-07,2.405999111942947e-07,2.7717603370547294e-07,2.4423407739959656e-07,2.431239699944854e-07,2.441100150463171e-07
80000,2.49983997491654e-07,2.437039802316576e-07,2.4586406652815637e-07,2.423519763397053e-07,2.433819536236115e-07,2.4257782206404954e-07
81000,2.601859887363389e-07,2.408858854323625e-07,2.438620576867834e-07,2.417779614916071e-07,2.430320455459878e-07,2.427160507068038e-07
82000,2.4640405172249297e-07,2.4135403509717437e-07,2.424980339128524e-07,2.426759674563072e-07,2.4154599668690933e-07,2.428040388622321e-07
83000,2.458280578139238e-07,2.408240543445572e-07,2.424779595457949e-07,2.421040990157053e-07,2.4220791965490207e-07,2.426839419058524e-07
84000,2.62476023635827e-07,2.4190395924961196e-07,2.438100564177148e-07,2.4348996521439404e-07,2.4233602016465743e-07,2.435159985907376e-07
85000,2.524820665712469e-07,2.467720260028727e-07,2.4900199787225575e-07,2.469420651323162e-07,3.171419812133535e-07,2.4728399876039474e-07
86000,2.497799359844066e-07,2.3983194842003286e-07,2.4243601365014907e-07,2.4579396995250134e-07,2.4394801585003733e-07,2.457520313328132e-07
87000,2.481799820088781e-07,2.430319800623693e-07,2.4444603332085534e-07,2.446080106892623e-07,2.4352403124794365e-07,2.4493991804774845e-07
88000,2.4614598805783316e-07,2.401920282864012e-07,2.442240001983009e-07,2.428119332762435e-07,2.421679309918545e-07,2.433039917377755e-07
89000,2.4314996699104087e-07,2.399419026914984e-07,2.4134994600899516e-07,2.43621994741261e-07,2.4410396144958216e-07,2.4393813509959727e-07
90000,2.4636393936816603e-07,2.3913401673780753e-07,2.428240622975864e-07,2.412320900475607e-07,2.3905809212010354e-07,2.408120417385362e-07
91000,2.467219383106567e-07,2.402200261713006e-07,2.437559160171077e-07,2.4231803399743516e-07,2.411979221506044e-07,2.4332405882887546e-07
92000,2.5678409292595463e-07,2.399120639893226e-07,2.4198395112762223e-07,2.4400385154876857e-07,2.4302797100972386e-07,2.42964037170168e-07
93000,2.4796192155918107e-07,2.399440709268674e-07,2.419620868749916e-07,2.414699702057987e-07,2.405021004960872e-07,2.4153800768544897e-07
94000,2.5339800777146596e-07,2.511059865355491e-07,2.635840064613149e-07,2.46282055741176e-07,2.4604799546068533e-07,2.4632790155010297e-07
95000,2.525840754969977e-07,2.404519618721679e-07,2.438699229969643e-07,2.444400233798661e-07,2.454040586599149e-07,2.456900692777708e-07
96000,2.466939768055454e-07,2.412798567092978e-07,2.4440992274321613e-07,2.4172193661797793e-07,2.4179798492696136e-07,2.4343200493603945e-07
97000,2.790680300677195e-07,2.680719553609379e-07,2.647859582793899e-07,4.538540233625099e-07,2.64752066868823e-07,2.627759095048532e-07
98000,2.5821013696258894e-07,2.4735183251323174e-07,2.924559739767574e-07,2.511339989723638e-07,2.497900495654904e-07,2.892880074796267e-07
99000,2.4963797477539626e-07,2.394540642853826e-07,2.434540656395256e-07,2.638619698700495e-07,2.4387394660152494e-07,2.44966009631753e-07
100000,2.437358998577111e-07,2.3864000104367734e-07,2.4030990607570854e-07,2.438220617477782e-07,2.434580455883406e-07,2.43115980993025e-07
101000,2.4771997414063654e-07,2.3859206703491507e-07,2.420099554001354e-07,2.444799538352527e-07,2.432599940220825e-07,2.4322996614500884e-07
102000,2.713239082368091e-07,3.057319991057739e-07,2.659779856912791e-07,2.799480062094517e-07,2.7896188839804383e-07,2.934179938165471e-07
103000,2.7745604165829715e-07,2.639079903019592e-07,2.514700245228596e-07,2.5429616653127596e-07,2.535799867473543e-07,2.5222598196705805e-07
104000,2.459480238030665e-07,2.3991601483430706e-07,2.4285598192363974e-07,2.421499521005899e-07,2.4238989863079045e-07,2.4981409660540517e-07
105000,2.784999160212464e-07,2.6715604326454915e-07,2.7172797854291274e-07,2.7393198979552835e-07,2.736620372161269e-07,2.7608402160694823e-07
106000,4.0933204581961034e-07,3.665479671326466e-07,3.777499878196976e-07,3.726479626493529e-07,3.6926384200342003e-07,3.6942592851119115e-07
107000,2.4479789863107726e-07,2.387999193160794e-07,2.4062810553004967e-07,2.417799551039934e-07,2.4164203205145894e-07,2.422439356450923e-07
108000,2.8281798586249356e-07,2.4025799211813143e-07,2.429820742690936e-07,2.420819000690244e-07,2.410199449514039e-07,2.4200998450396584e-07
109000,2.7909202617593106e-07,2.593440221971832e-07,2.6450199948158113e-07,2.6312198315281426e-07,2.639940066728741e-07,2.6378607435617593e-07
110000,2.718039540923201e-07,2.578859493951313e-07,2.597680868348107e-07,2.7553390100365505e-07,2.589098949101753e-07,2.5933193683158605e-07
111000,2.503818977857008e-07,2.4172404664568605e-07,2.4513386597391225e-07,2.4350002058781683e-07,2.4214401491917673e-07,2.438599840388634e-07
112000,2.475640212651342e-07,2.4091792874969543e-07,2.4514599499525505e-07,2.4340001255040986e-07,2.426280043437146e-07,2.4465408205287534e-07
113000,2.473159474902786e-07,2.4129798111971467e-07,2.445621357765049e-07,2.4321596720255905e-07,2.4186204245779666e-07,2.440299140289426e-07
114000,2.46912008151412e-07,2.405039267614484e-07,2.43529982981272e-07,2.4365397257497533e-07,2.445220161462203e-07,2.4509801005478945e-07
115000,2.461499607306905e-07,2.408419532002881e-07,2.441820979584009e-07,2.449778767186217e-07,2.446799844619818e-07,2.4525608750991516e-07
116000,2.4616195150883875e-07,2.4101398594211786e-07,2.4403393763350323e-07,2.443858975311741e-07,2.44282025960274e-07,2.443139892420731e-07
117000,2.4921392468968407e-07,2.413599504507146e-07,2.4428196047665554e-07,3.15746059641242e-07,2.424240446998738e-07,2.4283592210849746e-07
118000,2.704000435187481e-07,5.21460038726218e-07,3.970079123973846e-07,2.6391207939013836e-07,2.6189394702669233e-07,2.610679875942879e-07
119000,2.4928609491325917e-07,2.4252806906588373e-07,2.4465798924211413e-07,2.4336598289664835e-07,2.4181800836231554e-07,2.419020966044627e-07
120000,2.488580139470287e-07,2.4073999520624056e-07,2.4435604427708316e-07,2.4372602638322863e-07,2.4331190797965973e-07,2.429519809084013e-07
121000,2.4821192346280447e-07,2.4047788610914724e-07,2.443920893711038e-07,2.421460158075206e-07,2.41850022575818e-07,2.5491601263638585e-07
122000,2.4982201284728943e-07,2.691039844648912e-07,2.436420036247e-07,2.449720777804032e-07,2.4772803590167316e-07,2.443539488012902e-07
123000,2.5373385142302136e-07,2.4490997748216616e-07,2.472700143698603e-07,2.4353002663701774e-07,2.421758908894844e-07,2.437078874208964e-07
124000,2.5684189313324167e-07,2.433281188132241e-07,2.469699102221057e-07,2.465238721924834e-07,2.456020956742578e-07,2.4841196864144876e-07
125000,2.4879801640054214e-07,2.414180562482215e-07,2.4367200239794325e-07,2.4705400574021045e-07,2.455221256241202e-07,2.4544799816794695e-07
126000,2.626480054459535e-07,2.5373396056238557e-07,2.5773205561563367e-07,2.723680081544444e-07,2.6175596576649696e-07,2.604979308671318e-07
127000,2.4827598099363966e-07,2.3931197210913527e-07,2.4398591631324963e-07,2.455220601405017e-07,2.519720364944078e-07,2.4469412164762617e-07
128000,2.4582196056144317e-07,2.3955793585628274e-07,2.4224611843237653e-07,2.6945011632051316e-07,2.4461589782731605e-07,2.4452591605950146e-07
129000,2.439219679217785e-07,2.3849202989367764e-07,2.4125401250785217e-07,2.433159897918813e-07,2.425660059088841e-07,2.427000508760102e-07
130000,2.4573800328653307e-07,2.383340179221705e-07,2.4120407761074605e-07,2.472559062880464e-07,2.446818689350039e-07,2.4516996199963613e-07
131000,2.5679403188405556e-07,2.4073206441244113e-07,2.4391200713580473e-07,2.5020400062203406e-07,2.475281071383506e-07,2.479620452504605e-07
132000,2.4570999812567607e-07,2.369139983784407e-07,2.40092100284528e-07,2.4519192811567335e-07,2.446898652124219e-07,2.460919859004207e-07
133000,2.459399256622419e-07,2.3792590218363327e-07,2.414918999420479e-07,2.44920069235377e-07,2.446959406370297e-07,2.4637202295707537e-07
134000,2.53695972787682e-07,2.4534200929338117e-07,2.515479573048651e-07,2.52979967626743e-07,2.545959941926412e-07,2.552040677983314e-07
135000,2.582579763839021e-07,2.4158000451279807e-07,3.0376207723747943e-07,2.4956194101832807e-07,2.500179034541361e-07,2.482579948264174e-07
136000,2.584939793450758e-07,2.424660706310532e-07,2.6746194635052236e-07,2.5108592672040687e-07,2.462920965626836e-07,2.471079133101739e-07
137000,2.6462006644578653e-07,2.721300188568421e-07,2.506699893274344e-07,2.5627403374528515e-07,2.553500453359447e-07,2.5998411729233334e-07
138000,2.4724397371755914e-07,2.4132399266818535e-07,2.436139766359702e-07,2.6018801145255566e-07,2.4484001914970574e-07,2.465740399202332e-07
139000,2.458960370859131e-07,2.3948415037011734e-07,2.431660032016225e-07,2.4828594177961347e-07,2.479440736351534e-07,2.472680498613045e-07
140000,2.4844005383783946e-07,2.399899676674977e-07,2.4305797705892467e-07,2.479080139892176e-07,2.4773584300419316e-07,2.479080576449632e-07
141000,2.471821280778386e-07,2.400799858151004e-07,2.425059719826095e-07,2.479201648384333e-07,2.465920551912859e-07,2.4736201885389167e-07
142000,2.563239468145184e-07,2.482060590409674e-07,2.491639825166203e-07,2.708840038394555e-07,2.497719033272006e-07,2.5743200967554004e-07
143000,3.5536601353669546e-07,2.665739812073298e-07,2.6476199855096644e-07,2.764859236776829e-07,2.701519624679349e-07,2.6974014326697215e-07
144000,2.4576199939474467e-07,2.3800399503670633e-07,2.412579488009214e-07,2.4548204964958133e-07,2.448300219839439e-07,2.459659226587973e-07
145000,3.038580834981986e-07,2.398579672444612e-07,2.4373003543587394e-07,2.4795996432658285e-07,2.4571608082624154e-07,2.5361408916069196e-07
146000,2.4620013573439793e-07,3.5375996230868626e-07,2.416359566268511e-07,2.670160247362218e-07,2.461999902152456e-07,2.462939592078328e-07
147000,2.459860334056429e-07,2.392939350102097e-07,2.4307201965712015e-07,2.5984009698731823e-07,2.4618793395347897e-07,2.4646208476042376e-07
148000,2.5467809609835967e-07,2.4336799106094985e-07,2.449078892823309e-07,2.498360117897391e-07,2.4827403831295667e-07,2.481860065017827e-07
149000,2.528400800656528e-07,2.437159710098058e-07,5.50186014152132e-07,2.4820603721309453e-07,2.4739199579926207e-07,2.5336810358567167e-07
150000,2.671540351002477e-07,2.471521074767225e-07,2.4780195963103324e-07,2.577001287136227e-07,2.5176198687404396e-07,2.5110199203481903e-07
151000,2.696840456337668e-07,2.641760802362114e-07,2.78866064036265e-07,2.6900398370344195e-07,2.617699065012857e-07,2.616659839986823e-07
152000,2.475539440638385e-07,2.4225407105404884e-07,2.438200463075191e-07,2.448360974085517e-07,2.4450808268738914e-07,2.646579159772955e-07
153000,2.49819946475327e-07,2.4239403865067284e-07,2.4498999846400694e-07,2.4437803222099315e-07,2.4308994761668145e-07,2.446400612825528e-07
154000,2.498299727449194e-07,2.435538845020346e-07,2.458440867485478e-07,2.4562399630667647e-07,2.4524804030079393e-07,2.462280244799331e-07
155000,2.451999826007523e-07,2.394179900875315e-07,2.4184999347198755e-07,2.4399409448960794e-07,2.439220770611428e-07,2.4482211301801727e-07
156000,2.533100559958257e-07,2.409360095043667e-07,2.4336006026715036e-07,2.4455981474602594e-07,2.7310605219099673e-07,2.441339674987831e-07
157000,2.665800057002343e-07,2.402679529041052e-07,2.4205394583987074e-07,2.457481386954896e-07,2.44252041738946e-07,2.4423396098427476e-07
158000,2.496019442332909e-07,2.413980910205282e-07,2.567920382716693e-07,2.4263399973278863e-07,2.419919983367436e-07,2.4354794732062145e-07
159000,2.5872398691717536e-07,2.475340370438062e-07,2.4680997012183073e-07,2.4839999969117346e-07,2.4798198137432335e-07,2.4895199021557347e-07
160000,2.4725198454689237e-07,2.419799930066801e-07,2.4302394740516316e-07,2.4420405679848046e-07,2.4260798818431795e-07,2.433140325592831e-07
161000,2.48897893470712e-07,2.422459510853514e-07,2.447759397909977e-07,2.442620025249198e-07,2.43851936829742e-07,2.4336401838809254e-07
162000,2.7421800041338435e-07,2.5974801246775316e-07,5.265100116957909e-07,2.6686393539421266e-07,5.531260176212527e-07,2.688119493541308e-07
163000,2.499980328138918e-07,2.6911203167401256e-07,2.4350189778488135e-07,2.4630603729747237e-07,3.3575191628187895e-07,2.459399693179876e-07
164000,2.4596798175480224e-07,2.411839013802819e-07,2.4350402236450465e-07,2.4671412393217907e-07,2.463141136104241e-07,2.4678195768501613e-07
165000,2.460939940647222e-07,2.3837795015424483e-07,2.410518645774573e-07,2.4498609855072574e-07,2.4405196018051355e-07,2.4560199381085115e-07
166000,2.501539784134366e-07,2.388681750744581e-07,2.417301293462515e-07,2.472319974913262e-07,2.441739270580001e-07,2.463820346747525e-07
167000,3.421018918743357e-07,2.638619844219647e-07,2.6325601356802514e-07,2.746939499047585e-07,2.6814405282493677e-07,2.690419860300608e-07
168000,2.466620717314072e-07,2.3880605294834823e-07,2.421258686808869e-07,2.700720287975856e-07,2.451960754115135e-07,2.466999940224923e-07
169000,2.474899520166218e-07,2.3787803365848963e-07,2.4241398205049333e-07,2.4599803145974874e-07,2.448839877615683e-07,2.465499710524455e-07
170000,2.4815007782308385e-07,2.4134806881193074e-07,2.419480078970082e-07,2.4702596419956534e-07,2.4521393788745627e-07,2.463759883539751e-07
171000,2.8076612215954814e-07,2.566060502431355e-07,2.6439403882250185e-07,2.5575999461580067e-07,2.538759872550145e-07,2.5524208467686545e-07
172000,2.4493800447089593e-07,2.3906795104267083e-07,2.413801266811788e-07,2.445019345032051e-07,2.448640370857902e-07,2.4515796394553036e-07
173000,2.6761595654534173e-07,4.4290997902862735e-07,3.8439597119577237e-07,2.490959741408005e-07,2.705360602703877e-07,2.500180053175428e-07
174000,2.8074792498955504e-07,2.472158885211684e-07,2.558660708018579e-07,2.5656394427642224e-07,2.5261591508751735e-07,2.558679407229647e-07
175000,2.681380356079898e-07,2.553820158937015e-07,2.949760018964298e-07,2.770439532469027e-07,2.618759535835125e-07,2.647859510034323e-07
176000,2.468221209710464e-07,2.394719849689864e-07,2.423380574327894e-07,2.4671586288604887e-07,2.450881147524342e-07,2.468179591232911e-07
177000,2.496359957149252e-07,2.422620527795516e-07,2.462779593770392e-07,2.4630212283227594e-07,2.453680572216399e-07,2.4657794710947207e-07
178000,2.5435197312617674e-07,2.4221208150265744e-07,2.452818516758271e-07,2.4692001898074525e-07,2.453319175401703e-07,2.4780795502010733e-07
179000,2.458220697008074e-07,2.392999740550295e-07,2.573601086623967e-07,2.429219675832428e-07,2.434660636936315e-07,2.437259390717372e-07
180000,2.5425410422030835e-07,2.462659977027215e-07,3.7791813520016156e-07,3.0967604834586384e-07,2.515940650482662e-07,2.523300790926442e-07
181000,2.4866596504580224e-07,2.391039597569033e-07,2.428380394121632e-07,2.46832008997444e-07,2.4509996728738767e-07,2.486760640749707e-07
182000,2.8799204301321877e-07,2.6539795362623414e-07,2.715620212256908e-07,2.739678820944391e-07,2.83398047031369e-07,2.751219944912009e-07
183000,2.4550793750677257e-07,2.3879195214249193e-07,2.4125401250785217e-07,2.4323600518982857e-07,2.4266192485811184e-07,2.440819444018416e-07
184000,2.5355796969961374e-07,2.3889198928372936e-07,2.425419879727996e-07,2.4691795988474036e-07,2.440580065012909e-07,2.4369799211854116e-07
185000,2.499980109860189e-07,2.395459960098378e-07,2.4318206124007703e-07,2.453120614518412e-07,2.4447196483379234e-07,2.4424201546935363e-07
186000,2.657780423760415e-07,2.4254995514638726e-07,2.463360651745461e-07,2.5157997879432516e-07,2.495961234671995e-07,2.520061243558303e-07
187000,4.126919593545608e-07,3.4857192804338414e-07,3.450418735155836e-07,3.676440028357319e-07,3.6990799708291886e-07,3.503759362502024e-07
188000,2.670580870471895e-07,2.515059677534737e-07,2.5383601314388214e-07,2.597499842522666e-07,2.59738058957737e-07,2.587859416962601e-07
189000,2.9422989609884096e-07,2.7536995912669227e-07,2.710778862820007e-07,2.7390605828259136e-07,2.679819735931233e-07,2.709379477892071e-07
190000,2.494419604772702e-07,2.617959617055021e-07,2.4322393437614664e-07,2.446439393679611e-07,2.4384802236454564e-07,2.427878716844134e-07
191000,2.5096208264585585e-07,2.3881394736235967e-07,2.421820609015413e-07,2.410179804428481e-07,2.4019400007091464e-07,2.4177804152714087e-07
192000,2.592360324342735e-07,2.3930601309984923e-07,2.4284802202600985e-07,2.4498195125488566e-07,2.444820711389184e-07,2.5959400227293373e-07
193000,2.6842991792364045e-07,2.3944008717080576e-07,2.440020252834074e-07,2.4965000920929014e-07,2.4569996458012615e-07,2.4701595248188824e-07
194000,2.52288045885507e-07,2.4092399689834563e-07,2.454979476169683e-07,2.554541133577004e-07,2.4604788632132117e-07,3.235680560464971e-07
195000,2.5180198281304915e-07,2.440559546812438e-07,2.468719540047459e-07,2.436900322209112e-07,2.4519396538380537e-07,2.451760301482864e-07
196000,2.8442395705496895e-07,2.5281793932663274e-07,2.53247948421631e-07,2.5546589313307775e-07,2.531879872549326e-07,2.530499114072882e-07
197000,3.2420203206129376e-07,2.893139972002246e-07,2.8911803383380176e-07,2.9743405320914463e-07,2.944879015558399e-07,2.9440005164360625e-07
198000,3.134959988528863e-07,2.9505399288609627e-07,2.9703000473091375e-07,3.054878834518604e-07,3.013999230461195e-07,3.2027018460212277e-07
199000,2.496479646652006e-07,2.4226795358117667e-07,2.4297997879330067e-07,2.581920052762143e-07,2.461338881403207e-07,2.4733202008064834e-07
200000,2.482519630575553e-07,2.3956000950420276e-07,2.432280743960291e-07,2.480099574313499e-07,2.4500404833815996e-07,2.4655597371747715e-07
201000,2.7843799762194975e-07,2.5181798991980033e-07,2.5576793268555775e-07,2.6052597968373446e-07,2.5781997101148594e-07,2.5955599994631486e-07
202000,2.536500032874756e-07,2.4080807634163645e-07,2.428781081107445e-07,2.468020029482432e-07,2.464520948706195e-07,2.4535006377846005e-07
