seq,naive1,naive2,naive3,kmp1,kmp2,kmp3
203000,2.5623600959079336e-07,2.4778000079095366e-07,2.4497018603142353e-07,2.5215195637429136e-07,2.460499672451988e-07,2.468140664859675e-07
204000,3.8751998363295565e-07,2.457939408486709e-07,2.5371796073159203e-07,2.559840213507414e-07,2.5070201809285207e-07,3.990281184087509e-07
205000,2.6017406344180926e-07,2.463460186845623e-07,2.49663986323867e-07,2.5141004152828835e-07,2.4904395831981674e-07,2.709980108193122e-07
206000,2.5829794321907685e-07,2.390419540461153e-07,2.4141798348864536e-07,2.4457598919980236e-07,2.4245594977401197e-07,2.4348384613404046e-07
207000,4.914760356768966e-07,3.083399496972561e-07,3.0862393759889524e-07,3.2142204872798177e-07,3.145780356135218e-07,3.1026201031636444e-07
208000,3.639839924289845e-07,2.979921191581525e-07,3.034559558727778e-07,3.1318792753154416e-07,3.0456192325800656e-07,3.269040244049392e-07
209000,3.108279706793837e-07,3.1347798358183356e-07,2.916139492299408e-07,2.9860004724469035e-07,2.968160406453535e-07,2.9550204635597764e-07
210000,2.7668387338053435e-07,2.5230398023268206e-07,2.5627195282140744e-07,2.591160737210884e-07,3.350659608258865e-07,2.574700629338622e-07
211000,2.4997397122206166e-07,2.4170602409867573e-07,2.449678795528598e-07,2.4553798721171913e-07,2.4330390442628414e-07,2.4566797947045415e-07
212000,2.526240641600452e-07,2.406120329396799e-07,2.4519805447198447e-07,2.4506403133273123e-07,2.424100894131698e-07,2.4346190912183375e-07
213000,2.504879157640971e-07,2.4000400298973544e-07,2.4313200992764906e-07,2.4389195459662003e-07,2.436639988445676e-07,2.6614601665642114e-07
214000,2.5926806119969117e-07,2.4964203475974496e-07,2.7017006505047905e-07,2.5467595696682114e-07,2.490980477887206e-07,2.512680002837442e-07
215000,2.8203803231008347e-07,2.455199573887512e-07,2.475700530339964e-07,2.5117197947110974e-07,2.5170186563627797e-07,2.4861405108822513e-07
216000,2.6095197245012964e-07,2.454440909787081e-07,2.7845195290865374e-07,2.5285195442847907e-07,2.508260004105977e-07,2.5025390641530977e-07
217000,2.5867997464956717e-07,2.442401237203739e-07,2.527660253690556e-07,2.494880536687561e-07,2.481699921190739e-07,2.492360144970007e-07
218000,2.6016183255705984e-07,2.4095197295537217e-07,2.4459202541038395e-07,2.440440148347989e-07,2.433420377201401e-07,2.428200823487714e-07
219000,3.4491391852498055e-07,3.048539147130213e-07,3.055319903069176e-07,3.190479183103889e-07,3.103220296907239e-07,5.719639520975762e-07
220000,3.1652200414100663e-07,2.938659526989795e-07,3.0024398438399656e-07,2.9908989381510764e-07,2.968760163639672e-07,2.9760399775113914e-07
221000,2.57179890468251e-07,2.437119401292875e-07,2.487100573489442e-07,2.505260199541226e-07,2.5159998040180647e-07,2.494140790076926e-07
222000,2.505940501578152e-07,2.388321081525646e-07,2.435620190226473e-07,2.460739851812832e-07,2.435781207168475e-07,2.448559171170928e-07
223000,2.8449003002606334e-07,2.533699880586937e-07,2.6174208323936913e-07,2.6374404114903883e-07,2.5884406204568226e-07,2.587139533716254e-07
224000,2.6938601513393227e-07,2.5064003420993684e-07,2.531340214773081e-07,2.638199875946157e-07,2.5533200096106153e-07,2.5452199042774735e-07
225000,2.666701329872012e-07,2.4477393890265377e-07,2.538700719014741e-07,2.5261400151066483e-07,2.4691806902410457e-07,2.5009199453052137e-07
226000,2.674339775694534e-07,2.462359334458597e-07,2.496900415280834e-07,2.504100193618797e-07,2.493079591658898e-07,2.4878193653421475e-07
227000,2.511001148377545e-07,2.4008203035919e-07,2.401838937657885e-07,2.459299430483952e-07,2.452120170346461e-07,2.4544395273551343e-07
228000,3.4868199145421384e-07,2.803420866257511e-07,2.8381597803672775e-07,3.231620066799224e-07,2.8719601687043904e-07,2.878920786315575e-07
229000,3.055940760532394e-07,2.6703807816375053e-07,2.750099301920273e-07,2.792059676721692e-07,2.730539417825639e-07,2.767659971141256e-07
230000,3.781179257202893e-07,3.363759824424051e-07,3.40108024829533e-07,3.5596991801867273e-07,3.4280601539649054e-07,3.4103001962648705e-07
231000,2.887140435632318e-07,2.5108797854045406e-07,2.7103599859401585e-07,2.6178206462645903e-07,2.8056804148945954e-07,3.5068597935605797e-07
232000,2.513600484235212e-07,2.596299455035478e-07,2.4618596216896547e-07,2.4574794224463406e-07,2.5819406437221914e-07,2.454300411045551e-07
233000,2.522719078115187e-07,2.429860469419509e-07,2.4502603628207e-07,2.453959168633446e-07,2.4325203412445257e-07,2.437419461784884e-07
234000,2.5770995853235947e-07,2.4297204072354364e-07,2.45164024818223e-07,2.51851997745689e-07,3.045619741897099e-07,2.4426604795735333e-07
235000,2.5346595793962477e-07,2.4646791280247267e-07,2.4419003602815796e-07,2.492339408490807e-07,2.467440790496766e-07,2.464260251144879e-07
236000,2.9418405756587164e-07,2.538980625104159e-07,2.620239683892578e-07,2.6656797126634044e-07,2.592640303191729e-07,2.597419661469758e-07
237000,2.6741798501461745e-07,2.516719614504836e-07,2.561198780313134e-07,2.574379541329108e-07,2.523160947021097e-07,2.531881254981272e-07
238000,2.577302002464421e-07,2.429579690215178e-07,2.451539839967154e-07,2.469779719831422e-07,2.447259612381458e-07,2.4690799182280897e-07
239000,3.5700009175343437e-07,3.0550994415534663e-07,3.1158390629570934e-07,3.178940096404403e-07,3.113740822300315e-07,5.89391936955508e-07
240000,4.367259680293501e-07,7.63935997383669e-07,3.6260606430005285e-07,3.783298961934634e-07,3.718480365932919e-07,3.680921436171047e-07
241000,2.5356001424370334e-07,2.466120131430217e-07,2.481740666553378e-07,2.5174008624162525e-07,2.500879563740455e-07,2.513039216864854e-07
242000,2.5457183073740455e-07,2.4528190260753036e-07,2.504540243535302e-07,2.4946998019004243e-07,2.481199626345188e-07,2.484180513420142e-07
243000,2.6722791517386214e-07,2.5101003848249093e-07,2.556881081545725e-07,2.603178945719264e-07,2.547001058701426e-07,2.5989184359787037e-07
244000,2.821619273163379e-07,2.5243411073461174e-07,2.542880974942818e-07,2.610220690257847e-07,2.547040421632119e-07,2.539499982958659e-07
245000,2.629540686029941e-07,2.4247395776910706e-07,2.4736194609431546e-07,2.5080196064664053e-07,2.495360604370944e-07,2.4956407287390906e-07
246000,2.58112013398204e-07,2.416660354356282e-07,2.4431806377833706e-07,2.5020202883752066e-07,2.443920020596124e-07,2.4608597595943137e-07
247000,2.6167598844040187e-07,2.428639490972273e-07,2.513500876375474e-07,2.544259987189434e-07,2.5127006665570665e-07,2.522199865779839e-07
248000,2.5347992777824404e-07,2.4196784943342207e-07,2.4535402917535976e-07,2.4777188809821386e-07,2.462640622979961e-07,2.47573887463659e-07
249000,3.4767601027851924e-07,3.1713201315142215e-07,3.1666023278376094e-07,3.2944391568889844e-07,3.221260703867301e-07,3.221120423404501e-07
250000,3.3670406992314376e-07,2.8830600786022844e-07,3.222459927201271e-07,6.284278933890165e-07,3.0018395773367954e-07,3.744800196727738e-07
251000,3.3352608443237843e-07,2.9375596204772593e-07,3.0637601594207806e-07,3.156619568471797e-07,2.9998210084158924e-07,3.0692599830217667e-07
252000,2.7434605726739396e-07,2.766099642030895e-07,2.7617000887403265e-07,2.67721974523738e-07,2.6327199157094586e-07,3.2630596251692624e-07
253000,2.533799706725404e-07,2.429280648357235e-07,2.483158750692383e-07,2.4806005967548116e-07,2.4585588107584046e-07,2.474159264238551e-07
254000,2.613460092106834e-07,2.4396592925768345e-07,2.475659421179444e-07,2.492620042175986e-07,2.475880537531339e-07,2.4845994630595667e-07
255000,2.5815989647526296e-07,2.4189797113649546e-07,2.4653800937812775e-07,2.478199530742131e-07,2.4534995463909584e-07,2.463280106894672e-07
256000,2.9282613832037896e-07,2.59539949183818e-07,2.6184201851719994e-07,2.736581227509305e-07,2.607199203339405e-07,2.676040312508121e-07
257000,6.535220163641498e-07,2.428778898320161e-07,2.4515215045539664e-07,2.5659998937044295e-07,2.4705996474949643e-07,2.4773203040240334e-07
258000,2.668000015546568e-07,2.468640523147769e-07,2.513039944460616e-07,2.5107601686613634e-07,2.4787593429209665e-07,2.501740964362398e-07
259000,2.607080168672837e-07,2.4871183268260213e-07,2.4715782637940723e-07,2.5036386796273286e-07,2.4742002278799195e-07,2.4637408205308026e-07
260000,3.6867598100798214e-07,3.5000596108147865e-07,3.220860671717673e-07,3.344759825267829e-07,3.2111605833051734e-07,3.216600016457959e-07
261000,3.581519558792934e-07,2.959661578643136e-07,3.033221437362954e-07,3.175620222464205e-07,3.014799585798755e-07,3.3202195481862873e-07
262000,3.2311987160937864e-07,2.951139977085404e-07,3.0093610985204575e-07,3.156380626023747e-07,2.96957980026491e-07,3.07413974951487e-07
263000,2.6852205337490886e-07,2.423379555693827e-07,2.449719759169966e-07,2.5229404855053876e-07,2.4790592578938234e-07,2.498899266356602e-07
264000,2.7969398797722535e-07,3.5100393870379777e-07,2.585499387350865e-07,2.619140504975803e-07,2.591339580249041e-07,3.6155017733108243e-07
265000,3.0223599605960774e-07,2.478600945323706e-07,2.579899883130565e-07,2.571839213487692e-07,2.503420182620176e-07,2.522680588299409e-07
266000,2.702619967749342e-07,2.449220337439328e-07,2.495259395800531e-07,2.516620952519588e-07,2.47780051722657e-07,2.5009199453052137e-07
267000,2.779380229185335e-07,2.48512027610559e-07,2.5043194909812885e-07,2.5521605130052194e-07,2.5113599986070766e-07,2.503220603102818e-07
268000,2.660758909769357e-07,2.434681446175091e-07,2.459959505358711e-07,2.485959266778082e-07,2.499580950825475e-07,2.466160512994975e-07
269000,2.661179314600304e-07,2.524160736356862e-07,2.5168796128127726e-07,2.5471194385318086e-07,2.5075200392166153e-07,2.51209938141983e-07
270000,4.269800265319645e-07,3.22325955494307e-07,3.35178010573145e-07,3.471280724625103e-07,3.3015402004821227e-07,3.3105989132309334e-07
271000,2.848721051122993e-07,2.553019367041998e-07,2.5760997232282537e-07,2.656721480889247e-07,2.6011197769548747e-07,2.6242006424581633e-07
272000,3.505780259729364e-07,2.4479398416588077e-07,2.46735944529064e-07,2.46964002144523e-07,2.448640079819597e-07,2.46326148044318e-07
273000,2.62550005572848e-07,2.439979944028892e-07,2.4717993073863907e-07,2.505780284991488e-07,2.4685201060492547e-07,2.476519875926897e-07
274000,2.578020066721365e-07,2.450999454595149e-07,2.4912798107834535e-07,2.4890580971259623e-07,2.465339202899486e-07,2.4817002849886193e-07
275000,2.6400998467579485e-07,2.4562400358263406e-07,2.5079200713662426e-07,2.5061182532226665e-07,2.4671992287039757e-07,2.469739702064544e-07
276000,2.9489608277799563e-07,2.592599776107818e-07,2.5963994994526726e-07,2.9333390557439996e-07,2.610980372992344e-07,2.6332200650358573e-07
277000,2.7954595134360714e-07,2.422040415694937e-07,2.467839367454871e-07,2.5512404681649056e-07,2.4886401661206037e-07,2.51380042755045e-07
278000,2.898340244428255e-07,2.6537395751802254e-07,2.691259360290132e-07,2.7723611128749324e-07,2.754020533757284e-07,2.7612807025434447e-07
279000,3.997160383732989e-07,3.446680275374092e-07,3.455820915405639e-07,3.5747206129599375e-07,3.53180083038751e-07,3.4963390498887747e-07
280000,3.054860280826688e-07,2.7411608607508244e-07,2.797860142891295e-07,2.910960101871751e-07,2.8622397076105697e-07,2.8337396361166605e-07
281000,3.1119600316742436e-07,2.546059768064879e-07,2.6285391504643484e-07,2.7602602494880554e-07,2.621939202072099e-07,2.6388396508991714e-07
282000,3.16611971356906e-07,2.8263413696549835e-07,2.8256393125047905e-07,2.9588995676022026e-07,2.82850036455784e-07,2.894160425057635e-07
283000,2.630500530358404e-07,2.457838854752481e-07,2.471420229994692e-07,2.729939660639502e-07,2.4976397980935874e-07,2.501819108147174e-07
284000,2.850040182238445e-07,4.3288396409479895e-07,2.655659991432912e-07,2.676480798982083e-07,2.652060065884143e-07,2.6315208378946404e-07
285000,2.7862399292644114e-07,2.469279279466718e-07,2.4961795861599967e-07,2.5805809855228285e-07,2.5424201157875355e-07,2.5440201716264707e-07
286000,2.6040797820314763e-07,2.4483407469233494e-07,2.447740334901027e-07,2.5585809635231265e-07,2.512500068405643e-07,2.515559972380288e-07
287000,2.751199353951961e-07,2.488840036676265e-07,2.518800320103765e-07,2.855519123841077e-07,2.5750394706847144e-07,2.5731214554980397e-07
288000,2.640899692778476e-07,2.4811803450575103e-07,2.5047002418432387e-07,2.544718881836161e-07,2.530719502829015e-07,2.696320807444863e-07
289000,3.2566391746513537e-07,2.7997989673167467e-07,2.829679870046675e-07,2.949880363303237e-07,2.8293600917095316e-07,2.797320412355475e-07
290000,3.6053203803021456e-07,2.789360078168101e-07,2.8284599829930805e-07,3.0082002194831145e-07,2.8492195269791404e-07,2.9646404436789447e-07
291000,2.613279284560121e-07,2.4369809398194773e-07,2.4717205087654287e-07,2.5111607828876005e-07,2.4867002503015104e-07,2.497560562915168e-07
292000,2.686639272724278e-07,2.4381586990784856e-07,2.4614392168587073e-07,2.5034589634742587e-07,2.4550392117816957e-07,2.632219475344755e-07
293000,2.610340743558481e-07,2.4199194740504023e-07,2.447100268909708e-07,2.495379667379894e-07,2.439999734633602e-07,2.442658733343705e-07
294000,2.7708396373782305e-07,2.5056407321244475e-07,2.574738609837368e-07,2.5824998010648417e-07,2.5389585061930125e-07,2.5664997519925235e-07
295000,2.75150036031846e-07,2.4850802583387125e-07,2.5044800713658337e-07,2.5610014563426374e-07,2.497719469829462e-07,2.5113395531661806e-07
296000,2.6948403683491045e-07,2.486139928805642e-07,2.540979476179927e-07,2.549319979152642e-07,2.5086997629841795e-07,2.537562177167274e-07
297000,2.9698203434236343e-07,2.548600023146719e-07,2.46951989538502e-07,2.5075602025026453e-07,2.4574608687544236e-07,2.455981230014004e-07
298000,2.626720379339531e-07,2.4443997244816274e-07,2.467039303155616e-07,2.4704996030777693e-07,2.424440463073552e-07,2.442760232952423e-07
299000,2.571400182205252e-07,2.4235596356447787e-07,2.448060185997747e-07,2.467919330229051e-07,2.4555185518693184e-07,2.4484797177137805e-07
300000,2.6704589254222806e-07,2.4408994067925965e-07,2.4774199846433474e-07,2.496800370863639e-07,2.4328596191480756e-07,2.435220812913031e-07
301000,3.1846002093516294e-07,2.664740241016261e-07,2.66666043899022e-07,2.767879632301629e-07,2.6910793530987576e-07,2.6632195658748963e-07
302000,2.564519818406552e-07,2.442440381855704e-07,2.4644006043672567e-07,2.503920768504031e-07,2.4883199512260037e-07,2.49578028160613e-07
303000,2.739799601840786e-07,2.477360903867521e-07,2.4766599381109696e-07,4.249840203556232e-07,2.5076795282075184e-07,2.5286987511208277e-07
304000,2.582959496066906e-07,2.4163397029042243e-07,2.444580750307068e-07,2.471058760420419e-07,2.4378601665375754e-07,2.465619254508056e-07
305000,2.669599125511013e-07,2.3993790819076823e-07,2.436140202917159e-07,2.4947602651081986e-07,2.461740441503935e-07,4.182159391348251e-07
306000,2.84498069959227e-07,2.477259404258802e-07,4.77631896501407e-07,2.5341594300698495e-07,2.744679441093467e-07,2.5743200239958245e-07
307000,2.873420307878405e-07,2.514040897949599e-07,2.605060290079564e-07,2.9254605760797854e-07,2.551240540924482e-07,2.5676200311863797e-07
308000,2.656319848028943e-07,2.429220257909037e-07,2.4645202211104334e-07,2.5380193255841735e-07,2.5022197223734115e-07,2.506299351807684e-07
309000,3.171879361616447e-07,2.818260618369095e-07,2.9136197554180404e-07,2.931540220743045e-07,2.898720194934867e-07,2.889239040086977e-07
310000,3.6816611827816805e-07,2.8585998370544984e-07,2.847900177584961e-07,3.047920326935127e-07,2.888720482587814e-07,2.8747392934747036e-07
311000,2.6417204207973556e-07,2.4315203336300335e-07,2.460539690218866e-07,2.5145201652776447e-07,2.4762000248301773e-07,2.4801798281259836e-07
312000,2.944159205071628e-07,2.641439059516415e-07,2.688620734261349e-07,2.7840602706419303e-07,2.691900226636789e-07,2.741038842941635e-07
313000,2.8920996555825693e-07,5.291659763315693e-07,2.708360625547357e-07,3.8831594429211686e-07,2.673259950825013e-07,2.7096593112219123e-07
314000,2.706159721128643e-07,2.505238808225841e-07,2.5375401310157037e-07,3.4194986073998734e-07,2.5470599939581005e-07,2.551280122133903e-07
315000,2.719619733397849e-07,2.413399415672756e-07,2.5126805121544746e-07,2.537399777793326e-07,2.5425205240026115e-07,2.508780235075392e-07
316000,2.7584998315433037e-07,2.392839887761511e-07,2.4156602012226357e-07,2.4977813154691827e-07,2.461480762576684e-07,2.471120242262259e-07
317000,3.002600496984087e-07,2.407959837000817e-07,2.459660172462464e-07,2.539719207561575e-07,2.472860796842724e-07,2.499379770597443e-07
318000,2.5423810438951486e-07,2.3840193171054127e-07,2.4277791817439723e-07,2.4742593814153224e-07,2.442539916955866e-07,6.271019519772379e-07
319000,2.5316597748314966e-07,2.3757004964863885e-07,2.412460962659679e-07,2.476980589563027e-07,2.446680882712826e-07,2.44975984969642e-07
320000,3.326839796500281e-07,2.6112592604476956e-07,2.6445383264217527e-07,2.7266608958598223e-07,2.7279584173811595e-07,2.669580280780793e-07
321000,3.723860718309879e-07,3.1652610050514343e-07,3.991839330410584e-07,3.322619522805326e-07,2.9599983827210965e-07,3.117600572295487e-07
322000,4.829038371099159e-07,2.863501140382141e-07,2.9817210452165454e-07,3.079000089201145e-07,2.819439469021745e-07,3.0687600519740957e-07
323000,2.530500423745252e-07,2.430440144962631e-07,2.4238199694082143e-07,2.727740356931463e-07,2.462239499436692e-07,2.4872216454241426e-07
324000,2.5602801179047675e-07,2.3878802312538026e-07,2.6687202625907964e-07,2.4653199943713843e-07,2.448540617479012e-07,2.4786787253106014e-07
325000,3.091820544796064e-07,2.5681406259536744e-07,2.6395008899271486e-07,2.7373198099667205e-07,2.592320452095009e-07,2.666639556991868e-07
326000,3.244020481361076e-07,2.540799105190672e-07,2.688581007532775e-07,2.6585198793327437e-07,2.599480576463975e-07,2.602080057840794e-07
327000,2.690901164896787e-07,2.4042403674684463e-07,2.43472088186536e-07,2.484840006218292e-07,2.450740794301965e-07,2.459160386933945e-07
328000,2.528819750295952e-07,2.3794604931026698e-07,2.4165408103726805e-07,2.472359701641835e-07,2.4395988293690607e-07,2.448839441058226e-07
329000,2.5677592930151144e-07,2.3907600552774966e-07,2.4218003090936686e-07,2.4857204698491844e-07,2.4417996610281994e-07,2.4474399833707137e-07
330000,2.7711801521945743e-07,2.570360011304728e-07,2.427699582767673e-07,2.5353206001454967e-07,2.464719873387367e-07,2.4566402862546966e-07
331000,2.6796197926159946e-07,2.402839600108563e-07,2.46244111622218e-07,2.5292998907389117e-07,2.4688401754247024e-07,2.6238404825562614e-07
332000,3.3317796624032776e-07,2.6968198653776197e-07,3.9018203096929937e-07,2.8311200003372504e-07,2.7587399381445715e-07,2.795440377667546e-07
333000,2.611118761706166e-07,2.410619999864139e-07,2.466920850565657e-07,2.497780151315965e-07,2.486339144525118e-07,2.4988404766190794e-07
334000,2.537580803618766e-07,2.403920007054694e-07,2.4471797223668545e-07,2.493340070941485e-07,2.4697199842194093e-07,2.5601599190849805e-07
335000,2.753760199993849e-07,2.4355001369258393e-07,2.475940491422079e-07,2.553200392867438e-07,2.499358961358666e-07,3.266920466558076e-07
336000,2.7890802448382605e-07,2.486460070940666e-07,2.5141196965705605e-07,2.5827191711869093e-07,2.554960592533462e-07,2.5592003657948224e-07
337000,2.9598789842566475e-07,2.4506996851414445e-07,2.494939253665507e-07,2.5826014461927117e-07,2.518859400879592e-07,2.522880095057189e-07
338000,2.830419834936037e-07,2.4674207816133274e-07,2.4794808996375647e-07,2.5038007879629733e-07,2.49896060267929e-07,2.4775607016636053e-07
339000,3.6834408092545343e-07,3.059260488953441e-07,3.079599846387282e-07,3.2634606031933805e-07,3.0946595506975435e-07,3.100939939031377e-07
340000,3.09073984681163e-07,2.4921206932049247e-07,2.5113802985288204e-07,2.96902064292226e-07,2.548819975345395e-07,2.818359062075615e-07
341000,2.600020161480643e-07,2.4330191808985546e-07,2.4670996208442376e-07,2.4777408543741326e-07,2.448639133945107e-07,2.466578735038638e-07
342000,2.5648403243394567e-07,2.4225197557825595e-07,2.529439516365528e-07,2.460820323904044e-07,2.4207795649999757e-07,2.4482000299030915e-07
343000,2.590979129308835e-07,2.574859026935883e-07,2.4712395679671316e-07,2.465740544721484e-07,2.456080037518404e-07,2.4588999076513577e-07
344000,3.271439927630127e-07,2.487941092113033e-07,2.520880443626084e-07,2.600481529952958e-07,2.5494796136626976e-07,2.5086806999752297e-07
345000,2.8159195062471555e-07,2.4811609910102563e-07,2.514219886506908e-07,2.5918205210473393e-07,2.526598909753375e-07,2.567499832366594e-07
346000,2.716660019359552e-07,2.4228205438703303e-07,2.454620989738032e-07,2.554001039243303e-07,2.4778600345598534e-07,2.507361496100202e-07
347000,2.855779166566208e-07,2.4845011648721994e-07,2.5017409643623976e-07,2.612979806144722e-07,2.5034204736584795e-07,2.548479751567356e-07
348000,2.570199430920184e-07,2.421879908069968e-07,2.458520029904321e-07,2.5046597875189036e-07,2.46787938522175e-07,2.725159865804017e-07
349000,3.705061026266776e-07,3.1078004394657904e-07,3.1476406002184377e-07,3.241400700062513e-07,3.1803004821995276e-07,3.148059913655743e-07
350000,4.346939822426066e-07,3.4742002753773703e-07,4.3415390973677864e-07,3.7256801442708826e-07,3.6309610732132563e-07,3.6221196933183824e-07
351000,2.860279710148461e-07,2.6636198163032534e-07,2.6248997164657335e-07,2.6361205527791755e-07,3.917119902325794e-07,2.5772197841433806e-07
352000,2.6106999575858934e-07,2.4550004309276124e-07,2.4655795277794824e-07,2.477939924574457e-07,2.4575598945375534e-07,2.4636402667965747e-07
353000,2.710100670810789e-07,2.4437603133264924e-07,2.475680448696948e-07,2.5177407951559876e-07,2.4722599482629446e-07,2.478639507899061e-07
354000,2.8346613544272257e-07,2.463660566718317e-07,2.497520617907867e-07,2.5504400400677696e-07,2.4997997388709334e-07,2.478900205460377e-07
355000,2.9884197283536195e-07,2.5837998691713436e-07,2.8877199656562875e-07,2.752919172053226e-07,2.620360683067702e-07,2.600861043902114e-07
356000,2.96900063403882e-07,2.66999973973725e-07,2.5145184190478175e-07,2.539339329814538e-07,2.521040951251052e-07,2.5293998623965314e-07
357000,2.676979565876536e-07,2.471100160619244e-07,2.4890600616345183e-07,2.539339839131571e-07,2.477299203746952e-07,2.484959259163588e-07
358000,3.5884192766388865e-07,3.003799429279752e-07,3.041361051145941e-07,3.5016817855648696e-07,3.0200991750461983e-07,3.004038953804411e-07
359000,3.6736202309839427e-07,2.935720040113665e-07,2.9997409728821365e-07,3.1636601488571616e-07,2.921520426752977e-07,3.080239330301993e-07
360000,3.517580262268893e-07,2.949619592982344e-07,2.965240128105506e-07,3.0345004779519505e-07,2.922059793490916e-07,3.039879302377812e-07
361000,2.7634405705612154e-07,2.473900603945367e-07,2.526580283301882e-07,2.5879596068989486e-07,2.602500098873861e-07,2.54784150456544e-07
362000,2.721921337069943e-07,2.3984418658073987e-07,2.437458679196425e-07,2.5030802498804403e-07,2.476640947861597e-07,2.4786998255876826e-07
363000,2.758419504971243e-07,2.415939452475868e-07,2.439480158500374e-07,2.556680628913455e-07,2.45536066358909e-07,2.4707002012291927e-07
364000,2.7486614999361335e-07,2.41213921981398e-07,2.4311802553711466e-07,2.5418392760911957e-07,2.478679962223396e-07,2.485900331521407e-07
365000,2.5723010912770404e-07,2.418700387352146e-07,2.454498608130962e-07,2.4971798120532187e-07,2.479098766343668e-07,2.4772199685685333e-07
366000,2.674579445738346e-07,2.4195392325054854e-07,2.474860812071711e-07,2.5688004825497044e-07,2.491059494786896e-07,2.5006601208588104e-07
367000,4.4702798186335716e-07,2.7195995789952576e-07,4.016820021206513e-07,3.242239909013734e-07,2.984959719469771e-07,2.863061017706059e-07
368000,3.4593595046317203e-07,2.8843602922279386e-07,2.9470393201336267e-07,3.061221505049616e-07,2.903979620896279e-07,2.948020191979594e-07
369000,2.6444799004821103e-07,2.4256408505607397e-07,2.475160799804144e-07,2.5199591618729755e-07,2.4988814402604474e-07,2.5126402761088687e-07
370000,2.837040374288336e-07,2.5089208793360744e-07,2.5483194622211155e-07,2.5962993822759017e-07,2.5320810527773573e-07,2.5256002845708283e-07
371000,2.643460247782059e-07,2.441839678795077e-07,2.46270043135155e-07,2.519559493521229e-07,2.485760269337334e-07,2.4954807304311546e-07
372000,3.207700065104292e-07,2.511277998564765e-07,2.630319650052115e-07,2.6969004829879854e-07,2.6848392735701055e-07,2.582720262580551e-07
373000,2.8606395062524827e-07,2.4884397134883326e-07,2.5612996250856665e-07,2.5663604174042124e-07,2.53205951594282e-07,2.556921026553028e-07
374000,2.805159674608149e-07,2.4937195848906414e-07,2.5213803746737537e-07,2.528499535401352e-07,2.475719447829761e-07,2.500979826436378e-07
375000,3.627079640864395e-07,3.0880399572197345e-07,3.1182197562884537e-07,3.2789996475912627e-07,3.141760680591687e-07,3.156960665364749e-07
376000,3.770840485231019e-07,3.213220552424901e-07,4.3253603507764645e-07,3.361738563398831e-07,3.319840034237132e-07,3.311760301585309e-07
377000,3.292019391665235e-07,2.7470802160678436e-07,2.7632601268123834e-07,2.914419383159839e-07,2.872360055334866e-07,2.8382204618537795e-07
378000,2.7917402621824293e-07,2.481700503267348e-07,2.514720181352459e-07,2.590779622551054e-07,2.539719716878608e-07,2.720559641602449e-07
379000,2.6597800024319444e-07,2.442240147502162e-07,2.4658602342242376e-07,2.546120231272653e-07,2.499140755389817e-07,2.682479534996673e-07
380000,2.7501398290041833e-07,2.426559585728682e-07,2.4495992693118756e-07,2.562081281212159e-07,2.4763186956988647e-07,2.489118851372041e-07
381000,2.9206600447651e-07,2.7747995773097495e-07,2.524299998185597e-07,2.594419493107125e-07,2.5274800282204525e-07,2.511839920771308e-07
382000,2.844881746568717e-07,2.496441156836227e-07,2.5321390421595423e-07,2.585039983387105e-07,2.525379313738086e-07,2.5485596415819607e-07
383000,2.746699829003774e-07,2.451219843351282e-07,2.504579824744724e-07,2.543679511290975e-07,2.468760430929251e-07,2.4704387760721145e-07
384000,4.4141809485154225e-07,3.1949196272762495e-07,3.982359266956337e-07,3.519200909067877e-07,3.2634587114444004e-07,3.2433206797577446e-07
385000,2.7792804030468684e-07,2.460800387780182e-07,2.4876813404262066e-07,3.714019767357968e-07,2.4842805578373375e-07,2.4867407046258445e-07
386000,2.701260673347861e-07,2.436379654682241e-07,2.4583002232247963e-07,2.526460084482096e-07,2.4976797431008886e-07,2.6805599918589e-07
387000,2.618999715195969e-07,2.425999555271119e-07,2.4699798086658115e-07,2.491159393684939e-07,2.467539088684135e-07,2.472520645824261e-07
388000,2.9120805265847595e-07,2.425960556138307e-07,2.4770415620878337e-07,2.524739320506342e-07,2.48486059717834e-07,2.494260043022223e-07
389000,2.9530787287512794e-07,2.5499214098090303e-07,2.619198712636717e-07,2.68071933533065e-07,2.613160977489315e-07,2.625861379783601e-07
390000,2.934759686468169e-07,2.515578962629661e-07,2.5295998057117686e-07,2.64105896349065e-07,2.5047989038284865e-07,2.520100024412386e-07
391000,2.776960682240315e-07,2.8832013049395756e-07,2.520919661037624e-07,2.510039412300102e-07,2.481759438524022e-07,2.490458864485845e-07
392000,2.848860458470881e-07,2.439760719425976e-07,2.4781791580608114e-07,2.5731397909112275e-07,2.699780234252103e-07,2.511320344638079e-07
393000,2.649500747793354e-07,2.593999743112363e-07,2.4993195984279744e-07,2.5044594804057853e-07,2.4734992621233686e-07,2.476779627613723e-07
394000,3.659780413727276e-07,3.0634595896117386e-07,3.0546994821634144e-07,3.201779763912782e-07,3.0767589487368245e-07,3.106060175923631e-07
395000,4.3053600529674444e-07,3.4859401785070085e-07,3.4964999213116235e-07,3.6449798790272326e-07,3.51166003383696e-07,3.4986803075298656e-07
396000,2.6878603966906666e-07,2.4408196622971447e-07,2.4471001233905555e-07,2.555099199526012e-07,2.4909799685701725e-07,2.5115400057984517e-07
